"DateTime","Temperature","Humidity","Dew Point"
"2023-06-11 09:27:36",12.9,92.8,11.3
"2023-06-11 10:27:36",10.9,93.7,9.5
"2023-06-11 11:27:36",7.3,91.1,5.4
"2023-06-11 12:27:36",7,90,4.6
"2023-06-11 13:27:36",6.4,88.4,3.7
"2023-06-11 14:27:36",7,84.2,3.2
"2023-06-11 15:27:36",8.2,77.9,2.7
"2023-06-11 16:27:36",8.2,70.6,0.7
"2023-06-11 17:27:36",7.2,67.3,-1.5
"2023-06-11 18:27:36",10.2,59.2,-1.3
"2023-06-11 19:27:36",18,54.4,4.3
"2023-06-11 20:27:36",28.4,49.8,12
"2023-06-11 21:27:36",38.7,28.9,9
"2023-06-11 22:27:36",41.7,20.8,4.3
"2023-06-11 23:27:36",42.3,22.8,6.8
"2023-06-12 00:27:36",43.3,20.6,5.5
"2023-06-12 01:27:36",43.7,21.2,6.4
"2023-06-12 02:27:36",46,18,4.8
"2023-06-12 03:27:36",45.9,17.1,3.6
"2023-06-12 04:27:36",43,17.5,1.6
"2023-06-12 05:27:36",34.2,30.5,6.3
"2023-06-12 06:27:36",30.4,38.9,8.2
"2023-06-12 07:27:36",27.5,43.3,8.1
"2023-06-12 08:27:36",30.2,34,5.2
"2023-06-12 09:27:36",28,33.1,2.7
"2023-06-12 10:27:36",28.6,31.9,2.3
"2023-06-12 11:27:36",29.1,32.8,3.4
"2023-06-12 12:27:36",27.7,34.3,3
"2023-06-12 13:27:36",30.2,28.3,1
"2023-06-12 14:27:36",33.1,22.7,-1.1
"2023-06-12 15:27:36",34.5,16.3,-6.9
"2023-06-12 16:27:36",32.7,17.8,-6.5
"2023-06-12 17:27:36",30.6,22.2,-3.8
"2023-06-12 18:27:36",30.6,24.8,-1.5
"2023-06-12 19:27:36",37.9,17.3,-2.7
"2023-06-12 20:27:36",46.8,15.6,2.3
"2023-06-12 21:27:36",46.2,12.6,-2.7
"2023-06-12 22:27:36",48,12.2,-2
"2023-06-12 23:27:36",49.3,14.2,2.3
"2023-06-13 00:27:36",50.5,15.2,4.8
"2023-06-13 01:27:36",51.4,14.7,4.8
"2023-06-13 02:27:36",52.2,13.2,3
"2023-06-13 03:27:36",54.1,13.7,5.5
"2023-06-13 04:27:36",51.4,14.8,5
"2023-06-13 05:27:36",43.3,19.3,4.1
"2023-06-13 06:27:36",37.6,23.1,3.2
"2023-06-13 07:27:36",37.9,21.2,1.6
"2023-06-13 08:27:36",32.4,24.9,0.3
"2023-06-13 09:27:36",31.3,28,1.8
"2023-06-13 10:27:36",36,20.5,-0.8
"2023-06-13 11:27:36",37.4,17.5,-2.9
"2023-06-13 12:27:36",37.4,18.7,-1.7
"2023-06-13 13:27:36",35.1,25.7,3.2
"2023-06-13 14:27:36",34.7,27.2,4.3
"2023-06-13 15:27:36",37.4,24.5,4.3
"2023-06-13 16:27:36",36.9,26.1,5.2
"2023-06-13 17:27:36",36.3,27.1,5.5
"2023-06-13 18:27:36",35.4,28.1,5.5
"2023-06-13 19:27:36",33.8,29.9,5.5
"2023-06-13 20:27:36",36.9,31.4,9.3
"2023-06-13 21:27:36",37.8,32.2,10.6
"2023-06-13 22:27:36",45.9,28.5,15.1
"2023-06-13 23:27:36",45.5,28.7,14.9
"2023-06-14 00:27:36",47.7,28.8,16.9
"2023-06-14 01:27:36",46.4,30,16.7
"2023-06-14 02:27:36",48.7,28.8,17.8
"2023-06-14 03:27:36",49.1,26.9,16.5
"2023-06-14 04:27:36",48,27.6,16.2
"2023-06-14 05:27:36",42.4,40,19.8
"2023-06-14 06:27:36",38.5,55.1,23.7
"2023-06-14 07:27:36",36.3,58.1,23
"2023-06-14 08:27:36",33.8,65.1,23.4
"2023-06-14 09:27:36",31.3,76.9,24.8
"2023-06-14 10:27:36",33.1,76.9,26.6
"2023-06-14 11:27:36",35.2,58,21.9
"2023-06-14 12:27:36",33.4,60.2,21.2
"2023-06-14 13:27:36",32.2,67,22.5
"2023-06-14 14:27:36",32.7,69.5,23.9
"2023-06-14 15:27:36",29.1,72.8,21.6
"2023-06-14 16:27:36",31.6,60.3,19.4
"2023-06-14 17:27:36",33.1,56.3,19.2
"2023-06-14 18:27:36",34,55.3,19.6
"2023-06-14 19:27:36",35.4,52.5,19.8
"2023-06-14 20:27:36",38.5,48,20.5
"2023-06-14 21:27:36",37.4,50.1,20.5
"2023-06-14 22:27:36",37.8,47.5,19.6
"2023-06-14 23:27:36",42.4,41.9,20.8
"2023-06-15 00:27:36",42.6,40.3,20.1
"2023-06-15 01:27:36",43.7,41.4,21.7
"2023-06-15 02:27:36",44.8,41.5,22.8
"2023-06-15 03:27:36",44.1,43.4,23.2
"2023-06-15 04:27:36",42.8,46.2,23.5
"2023-06-15 05:27:36",39,57.1,25.2
"2023-06-15 06:27:36",37,65.6,26.6
"2023-06-15 07:27:36",34.9,69.3,25.9
"2023-06-15 08:27:36",33.8,71.2,25.5
"2023-06-15 09:27:36",33.1,74.2,25.7
"2023-06-15 10:27:36",32.9,76.4,26.2
"2023-06-15 11:27:36",31.5,79.9,26.1
"2023-06-15 12:27:36",32.4,80.3,27
"2023-06-15 13:27:36",30.4,94.2,28.9
"2023-06-15 14:27:36",29.8,96.9,29.1
"2023-06-15 15:27:36",27.5,97.6,27
"2023-06-15 16:27:36",26.6,96.1,25.7
"2023-06-15 17:27:36",28.6,86.6,25.2
"2023-06-15 18:27:36",26.2,88,23.2
"2023-06-15 19:27:36",29.7,79.2,24.1
"2023-06-15 20:27:36",30.4,90.1,27.9
"2023-06-15 21:27:36",31.6,90.9,29.3
"2023-06-15 22:27:36",34.3,84.4,30.2
"2023-06-15 23:27:36",34.5,83.3,30
"2023-06-16 00:27:36",31.1,92.7,29.3
"2023-06-16 01:27:36",31.6,98.9,31.3
"2023-06-16 02:27:36",35.6,95.8,34.5
"2023-06-16 03:27:36",32,99.3,31.8
"2023-06-16 04:27:36",31.6,98.8,31.3
"2023-06-16 05:27:36",30.2,100,30.7
"2023-06-16 06:27:36",29.1,100,30
"2023-06-16 07:27:36",28.8,100,29.7
"2023-06-16 08:27:36",28.9,100,30
"2023-06-16 09:27:36",26.8,100,27.7
"2023-06-16 10:27:36",25.9,100,26.6
"2023-06-16 11:27:36",25.7,100,26.4
"2023-06-16 12:27:36",25.7,100,26.4
"2023-06-16 13:27:36",25.3,100,26.1
"2023-06-16 14:27:36",24.8,100,25.5
"2023-06-16 15:27:36",23.4,100,23.9
"2023-06-16 16:27:36",21.4,100,21.7
"2023-06-16 17:27:36",21.4,100,21.7
"2023-06-16 18:27:36",21.4,100,21.7
"2023-06-16 19:27:36",22.3,100,22.6
"2023-06-16 20:27:36",23.4,100,23.7
"2023-06-16 21:27:36",24.3,100,24.8
"2023-06-16 22:27:36",24.3,100,24.8
"2023-06-16 23:27:36",31.8,100,32
"2023-06-17 00:27:36",29.3,96.1,28.4
"2023-06-17 01:27:36",27.1,98.6,26.8
"2023-06-17 02:27:36",28.6,97.9,28
"2023-06-17 03:27:36",27.1,100,27.3
"2023-06-17 04:27:36",26.1,100,26.2
"2023-06-17 05:27:36",24.4,100,25
"2023-06-17 06:27:36",24.1,100,24.6
"2023-06-17 07:27:36",23.5,100,24.1
"2023-06-17 08:27:36",23.4,100,23.9
"2023-06-17 09:27:36",23.4,100,23.9
"2023-06-17 10:27:36",23,100,23.5
"2023-06-17 11:27:36",22.5,100,23
"2023-06-17 12:27:36",22.3,100,22.8
"2023-06-17 13:27:36",21.7,100,22.1
"2023-06-17 14:27:36",21.6,100,21.9
"2023-06-17 15:27:36",21.4,100,21.7
"2023-06-17 16:27:36",21.2,100,21.6
"2023-06-17 17:27:36",21,100,21.4
"2023-06-17 18:27:36",21.2,100,21.6
"2023-06-17 19:27:36",22.6,100,23
"2023-06-17 20:27:36",24.8,100,25.2
"2023-06-17 21:27:36",29.8,100,30.2
"2023-06-17 22:27:36",30.9,94.8,29.7
"2023-06-17 23:27:36",31.8,90.1,29.3
"2023-06-18 00:27:36",36.1,88.2,33.1
"2023-06-18 01:27:36",35.1,89,32.2
"2023-06-18 02:27:36",32.9,90.2,30.4
"2023-06-18 03:27:36",38.3,85.7,34.3
"2023-06-18 04:27:36",40.5,84.2,36.1
"2023-06-18 05:27:36",28.2,96,27.1
"2023-06-18 06:27:36",23.4,100,23.5
"2023-06-18 07:27:36",27.5,98.8,27.1
"2023-06-18 08:27:36",25.9,97.8,25.3
"2023-06-18 09:27:36",25.2,94.7,23.9
"2023-06-18 10:27:36",23.9,91,21.7
"2023-06-18 11:27:36",21.9,91,19.8
"2023-06-18 12:27:36",20.8,90.6,18.5
"2023-06-18 13:27:36",19.4,88.3,16.5
"2023-06-18 14:27:36",18,87.4,14.9
"2023-06-18 15:27:36",16.3,87,13.1
"2023-06-18 16:27:36",15.3,83.3,11.1
"2023-06-18 17:27:36",12.2,87,9.1
"2023-06-18 18:27:36",14.2,87.4,11.1
"2023-06-18 19:27:36",19.2,82.3,14.7
"2023-06-18 20:27:36",30.4,73,22.8
"2023-06-18 21:27:36",33.3,72.3,25.3
"2023-06-18 22:27:36",36.5,69.8,27.5
"2023-06-18 23:27:36",37.6,66.7,27.5
"2023-06-19 00:27:36",36.9,67.2,27
"2023-06-19 01:27:36",37.6,66.8,27.5
"2023-06-19 02:27:36",38.3,62.5,26.6
"2023-06-19 03:27:36",38.5,57.4,24.8
"2023-06-19 04:27:36",32.4,72.2,24.4
"2023-06-19 05:27:36",31.8,73.7,24.4
"2023-06-19 06:27:36",30,78.7,24.3
"2023-06-19 07:27:36",29.3,79.2,23.7
"2023-06-19 08:27:36",29.5,78.8,23.7
"2023-06-19 09:27:36",29.1,79.9,23.7
"2023-06-19 10:27:36",28.6,83.2,24.1
"2023-06-19 11:27:36",28.4,82.7,23.9
"2023-06-19 12:27:36",28,83.9,23.7
"2023-06-19 13:27:36",28.9,81.1,23.9
"2023-06-19 14:27:36",28.4,81.4,23.4
"2023-06-19 15:27:36",25.9,80,20.5
"2023-06-19 16:27:36",24.3,84.2,20.1
"2023-06-19 17:27:36",24.3,86.1,20.7
"2023-06-19 18:27:36",24.4,85.8,20.8
"2023-06-19 19:27:36",27.7,81.7,22.8
"2023-06-19 20:27:36",32.4,75.6,25.5
"2023-06-19 21:27:36",38.1,63.6,27
"2023-06-19 22:27:36",36.9,60.4,24.4
"2023-06-19 23:27:36",37,63.8,25.9
"2023-06-20 00:27:36",36.9,65.4,26.4
"2023-06-20 01:27:36",36.3,67.6,26.6
"2023-06-20 02:27:36",36.9,68.1,27.3
"2023-06-20 03:27:36",34.3,69.2,25.3
"2023-06-20 04:27:36",34.5,65.3,24.1
"2023-06-20 05:27:36",32.7,68.8,23.5
"2023-06-20 06:27:36",30.4,74.1,23.2
"2023-06-20 07:27:36",30,75.7,23.4
"2023-06-20 08:27:36",29.3,77.7,23.2
"2023-06-20 09:27:36",28,76.3,21.6
"2023-06-20 10:27:36",25.9,78,19.9
"2023-06-20 11:27:36",27.9,72.3,20.1
"2023-06-20 12:27:36",27,72.2,19.2
"2023-06-20 13:27:36",24.4,73,17.1
"2023-06-20 14:27:36",25,72.2,17.2
"2023-06-20 15:27:36",20.5,76.8,14.4
"2023-06-20 16:27:36",22.1,73.3,14.9
"2023-06-20 17:27:36",23.2,71.1,15.3
"2023-06-20 18:27:36",26.1,63.7,15.4
"2023-06-20 19:27:36",34.7,52,18.9
"2023-06-20 20:27:36",41.5,42.4,20.3
"2023-06-20 21:27:36",43.3,38.5,19.8
"2023-06-20 22:27:36",47.3,36.5,22.1
"2023-06-20 23:27:36",49.6,34.2,22.6
"2023-06-21 00:27:36",50.9,29.8,20.5
"2023-06-21 01:27:36",48.9,38,24.4
"2023-06-21 02:27:36",51.3,33.3,23.4
"2023-06-21 03:27:36",50.9,34.9,24.3
"2023-06-21 04:27:36",49.5,34.5,22.6
"2023-06-21 05:27:36",41.9,41.8,20.3
"2023-06-21 06:27:36",36.3,49.8,19.4
"2023-06-21 07:27:36",35.4,50.4,18.9
"2023-06-21 08:27:36",35.1,50.2,18.3
"2023-06-21 09:27:36",32.7,52.4,17.2
"2023-06-21 10:27:36",32.4,52.6,16.9
"2023-06-21 11:27:36",30.9,53,15.8
"2023-06-21 12:27:36",28.8,55.2,14.7
"2023-06-21 13:27:36",26.8,56.5,13.3
"2023-06-21 14:27:36",26.1,57.5,13.1
"2023-06-21 15:27:36",26.2,56.8,12.9
"2023-06-21 16:27:36",25.2,57.2,12
"2023-06-21 17:27:36",25,57.6,12
"2023-06-21 18:27:36",25.7,57.4,12.7
"2023-06-21 19:27:36",33.8,50.6,17.4
"2023-06-21 20:27:36",42.1,41.9,20.7
"2023-06-21 21:27:36",52,30.8,22.1
"2023-06-21 22:27:36",49.5,34.7,22.8
"2023-06-21 23:27:36",49.3,34.3,22.3
"2023-06-22 00:27:36",51.3,35.1,24.6
"2023-06-22 01:27:36",51.3,32.8,23
"2023-06-22 02:27:36",55.9,30.2,25.2
"2023-06-22 03:27:36",54.3,30.6,24.1
"2023-06-22 04:27:36",45.5,40.7,23
"2023-06-22 05:27:36",45.9,42.8,24.6
"2023-06-22 06:27:36",41.2,49.7,23.9
"2023-06-22 07:27:36",39,52.8,23.2
"2023-06-22 08:27:36",36.5,56.3,22.5
"2023-06-22 09:27:36",32.7,62.4,21.2
"2023-06-22 10:27:36",29.7,68,20.3
"2023-06-22 11:27:36",26.6,70.8,18.3
"2023-06-22 12:27:36",25.7,72.3,18
"2023-06-22 13:27:36",27,67.8,17.8
"2023-06-22 14:27:36",27.5,61.4,16
"2023-06-22 15:27:36",25.2,62.8,14.2
"2023-06-22 16:27:36",25,60.5,13.3
"2023-06-22 17:27:36",23.7,61.9,12.6
"2023-06-22 18:27:36",23.7,62.8,12.9
"2023-06-22 19:27:36",32.4,55.2,18.1
"2023-06-22 20:27:36",40.5,44.8,20.7
"2023-06-22 21:27:36",46.4,38.1,22.3
"2023-06-22 22:27:36",46.4,37.7,22.1
"2023-06-22 23:27:36",46.4,45.2,26.4
"2023-06-23 00:27:36",48.4,32.1,19.9
"2023-06-23 01:27:36",49.1,30.2,19.2
"2023-06-23 02:27:36",49.3,31.9,20.7
"2023-06-23 03:27:36",48.9,30.2,19
"2023-06-23 04:27:36",48.4,28.8,17.4
"2023-06-23 05:27:36",44.1,34.1,17.6
"2023-06-23 06:27:36",39,43.3,18.5
"2023-06-23 07:27:36",36.3,46.3,17.6
"2023-06-23 08:27:36",32,51.7,16.2
"2023-06-23 09:27:36",30.2,56,16.3
"2023-06-23 10:27:36",28,60.8,16.2
"2023-06-23 11:27:36",28.6,60.7,16.7
"2023-06-23 12:27:36",30.6,59.6,18.1
"2023-06-23 13:27:36",35.6,53.3,20.3
"2023-06-23 14:27:36",32,54.4,17.4
"2023-06-23 15:27:36",29.5,59.7,17.2
"2023-06-23 16:27:36",34.9,52.5,19.2
"2023-06-23 17:27:36",34.9,50.5,18.3
"2023-06-23 18:27:36",36.1,48.7,18.7
"2023-06-23 19:27:36",41.2,41.2,19.4
"2023-06-23 20:27:36",45,36.6,19.9
"2023-06-23 21:27:36",47.1,35.8,21.4
"2023-06-23 22:27:36",46.2,39.1,22.6
"2023-06-23 23:27:36",48.9,34.4,22.1
"2023-06-24 00:27:36",52.5,26.7,19.2
"2023-06-24 01:27:36",50.7,32,21.9
"2023-06-24 02:27:36",50.7,34.1,23.5
"2023-06-24 03:27:36",49.5,36.7,24.1
"2023-06-24 04:27:36",48.4,37.5,23.7
"2023-06-24 05:27:36",42.4,54.3,27.1
"2023-06-24 06:27:36",37.2,72.2,29.1
"2023-06-24 07:27:36",34.9,79.3,29.1
"2023-06-24 08:27:36",39.6,56.5,25.3
"2023-06-24 09:27:36",37.4,57.7,23.9
"2023-06-24 10:27:36",37.4,60.7,25.2
"2023-06-24 11:27:36",35.6,60,23
"2023-06-24 12:27:36",34,62.5,22.5
"2023-06-24 13:27:36",33.8,63.4,22.6
"2023-06-24 14:27:36",33.3,64.8,22.6
"2023-06-24 15:27:36",32,65.9,21.9
"2023-06-24 16:27:36",30.9,63.6,19.9
"2023-06-24 17:27:36",29.5,63.5,18.7
"2023-06-24 18:27:36",29.7,63.8,18.9
"2023-06-24 19:27:36",36,54.8,21.2
"2023-06-24 20:27:36",38.7,54.6,23.7
"2023-06-24 21:27:36",42.3,52.8,26.2
"2023-06-24 22:27:36",44.1,52.5,27.9
"2023-06-24 23:27:36",46,50,28.4
"2023-06-25 00:27:36",48.2,47.3,29.1
"2023-06-25 01:27:36",48.2,29.2,17.6
"2023-06-25 02:27:36",51.6,24.8,16.7
"2023-06-25 03:27:36",45.5,25.3,12
"2023-06-25 04:27:36",45.7,23.8,10.8
"2023-06-25 05:27:36",41.5,29.9,12.4
"2023-06-25 06:27:36",39.4,34.2,13.5
"2023-06-25 07:27:36",38.8,35,13.5
"2023-06-25 08:27:36",37.2,39.1,14.5
"2023-06-25 09:27:36",35.6,46,16.9
"2023-06-25 10:27:36",33.8,50.8,17.4
"2023-06-25 11:27:36",32.4,52.8,17.1
"2023-06-25 12:27:36",31.1,55.9,17.2
"2023-06-25 13:27:36",30.9,52.6,15.6
"2023-06-25 14:27:36",37.4,48.8,19.9
"2023-06-25 15:27:36",35.8,54.6,21
"2023-06-25 16:27:36",32.7,58.6,19.8
"2023-06-25 17:27:36",31.3,60.5,19.2
"2023-06-25 18:27:36",32.7,59.8,20.3
"2023-06-25 19:27:36",40.1,51.8,23.7
"2023-06-25 20:27:36",39.6,51.3,23
"2023-06-25 21:27:36",46.4,43.8,25.5
"2023-06-25 22:27:36",45.7,45.8,26.1
"2023-06-25 23:27:36",48.6,36.6,23.2
"2023-06-26 00:27:36",52.7,32.8,24.3
"2023-06-26 01:27:36",52.9,32.7,24.4
"2023-06-26 02:27:36",43.5,56.6,29.1
"2023-06-26 03:27:36",45,49.8,27.3
"2023-06-26 04:27:36",48.6,45,28.2
"2023-06-26 05:27:36",41,52,24.8
"2023-06-26 06:27:36",38.8,51.6,22.5
"2023-06-26 07:27:36",38.3,50.5,21.6
"2023-06-26 08:27:36",34,56.7,20.3
"2023-06-26 09:27:36",33.8,57.5,20.3
"2023-06-26 10:27:36",31.1,62.3,19.8
"2023-06-26 11:27:36",34.5,69.2,25.5
"2023-06-26 12:27:36",32,68.7,22.8
"2023-06-26 13:27:36",34.5,58.9,21.6
"2023-06-26 14:27:36",34.3,67.1,24.6
"2023-06-26 15:27:36",34.9,58.3,21.7
"2023-06-26 16:27:36",32.4,64.3,21.7
"2023-06-26 17:27:36",34.2,57.8,20.8
"2023-06-26 18:27:36",34.7,52.2,19
"2023-06-26 19:27:36",35.8,52.4,20.1
"2023-06-26 20:27:36",41,40.8,19
"2023-06-26 21:27:36",46.9,38.6,23
"2023-06-26 22:27:36",46.2,35.7,20.5
"2023-06-26 23:27:36",45.7,39.9,22.6
"2023-06-27 00:27:36",43.7,46.4,24.4
"2023-06-27 01:27:36",41.7,50.1,24.4
"2023-06-27 02:27:36",39.2,61.4,27.1
"2023-06-27 03:27:36",30.9,98.6,30.6
"2023-06-27 04:27:36",28.4,100,28.4
"2023-06-27 05:27:36",26.4,100,26.4
"2023-06-27 06:27:36",25.9,100,25.9
"2023-06-27 07:27:36",24.1,100,24.3
"2023-06-27 08:27:36",21.4,99.4,21.2
"2023-06-27 09:27:36",19.6,98.6,19.2
